-13.6 0.43814
-13.4 0.44275
-13.2 0.44611
-13 0.44849
-12.8 0.44996
-12.6 0.45103
-12.4 0.45157
-12.2 0.45168
-12 0.45098
-11.8 0.44956
-11.6 0.4477
-11.4 0.44548
-11.2 0.44318
-11 0.44083
-10.8 0.43816
-10.6 0.43544
-10.4 0.4326
-10.2 0.42971
-10 0.4268
-9.8 0.42431
-9.6 0.42194
-9.4 0.41998
-9.2 0.41835
-9 0.41711
-8.8 0.41619
-8.6 0.4156
-8.4 0.41538
-8.2 0.41563
-8 0.41624
-7.8 0.41756
-7.6 0.41944
-7.4 0.42166
-7.2 0.4243
-7 0.4273
-6.8 0.43087
-6.6 0.43496
-6.4 0.43951
-6.2 0.44447
-6 0.44973
-5.8 0.45523
-5.6 0.46108
-5.4 0.46735
-5.2 0.47387
-5 0.48058
-4.8 0.48756
-4.6 0.49455
-4.4 0.5018
-4.2 0.50911
-4 0.51648
-3.8 0.52366
-3.6 0.5309
-3.4 0.53806
-3.2 0.5451
-3 0.55191
-2.8 0.55859
-2.6 0.56501
-2.4 0.57119
-2.2 0.57711
-2 0.58245
-1.8 0.58733
-1.6 0.59185
-1.4 0.5958
-1.2 0.5991
-1 0.60198
-0.8 0.6042
-0.6 0.60571
-0.4 0.60667
-0.2 0.60718
0 0.60699
0.2 0.60626
0.4 0.60486
0.6 0.60301
0.8 0.60068
1 0.59783
1.2 0.59445
1.4 0.59059
1.6 0.58616
1.8 0.58147
2 0.57647
2.2 0.57087
2.4 0.56491
2.6 0.55873
2.8 0.55215
3 0.54527
3.2 0.53809
3.4 0.53095
3.6 0.52367
3.8 0.51636
4 0.50906
4.2 0.50183
4.4 0.4945
4.6 0.48738
4.8 0.4805
5 0.47402
5.2 0.46767
5.4 0.46157
5.6 0.45562
5.8 0.44995
6 0.44465
6.2 0.43977
6.4 0.4352
6.6 0.43113
6.8 0.42756
7 0.42452
7.2 0.42192
7.4 0.41982
7.6 0.41815
7.8 0.41691
8 0.41612
8.2 0.41589
8.4 0.41604
8.6 0.41662
8.8 0.41752
9 0.41881
9.2 0.42042
9.4 0.42223
9.6 0.42452
9.8 0.42696
10 0.42964
10.2 0.43241
10.4 0.43537
10.6 0.4383
10.8 0.44105
11 0.44376
11.2 0.44643
11.4 0.44884
11.6 0.45101
11.8 0.45297
12 0.45433
12.2 0.45498
12.4 0.45489
12.6 0.45393
12.8 0.45246
13 0.4502
13.2 0.44681
13.4 0.44252
13.6 0.437
13.8 0.43052
14 0.42328
14.2 0.41502
14.4 0.40625
14.6 0.39617
14.8 0.38542
15 0.37397
15.2 0.3613
15.4 0.34773
15.6 0.33352
15.8 0.31865
16 0.3039
16.2 0.28972
16.4 0.27538
16.6 0.26041
16.8 0.24526
17 0.23028
17.2 0.21574
17.4 0.20118
17.6 0.18782
17.8 0.1748
18 0.16278
18.2 0.15107
18.4 0.13981
18.6 0.12891
18.8 0.11831
19 0.10773
19.2 0.097807
19.4 0.088612
19.6 0.080142
19.8 0.072462
20 0.065846
20.2 0.059918
20.4 0.054372
20.6 0.049391
20.8 0.044714
21 0.04021
21.2 0.035397
21.4 0.031336
21.6 0.027909
21.8 0.025366
22 0.023719
22.2 0.022165
22.4 0.021077
22.6 0.020022
22.8 0.018703
23 0.017868
23.2 0.017488
23.4 0.016478
23.6 0.014928
23.8 0.01376
24 0.013259
24.2 0.013476
24.4 0.013597
24.6 0.013584
24.8 0.013216
25 0.01251
25.2 0.01177
25.4 0.010551
25.6 0.0091454
25.8 0.0083806
26 0.0086988
26.2 0.0087445
26.4 0.0082011
26.6 0.007679
26.8 0.0063732
27 0.0044129
27.2 0.0031257
27.4 0.002215
27.6 0.0018515
27.8 0.0020711
28 0.0026046
28.2 0.0027593
28.4 0.0029127
28.6 0.0023927
28.8 0.0015315
29 0.0012108
29.2 -6.217e-05
29.4 -0.0012417
29.6 -0.0014874
29.8 -0.0010833
30 -0.00017117
30.2 0.00094742
30.4 0.0011683
30.6 0.0012009
30.8 0.0013074
31 0.00092537
31.2 0.00059755
31.4 0.00035103
31.6 2.6651e-05
31.8 2.043e-05
32 0.00048182
32.2 0.00041577
32.4 0.00045921
32.6 0.0006497
32.8 0.00036452
33 -0.00014971
33.2 -0.00073225
33.4 -0.00069851
33.6 -0.00026662
33.8 1.9443e-05
34 0.00023184
34.2 0.00025259
34.4 -0.00018689
34.6 -0.00021457
34.8 -0.0003523
35 -0.00090332
35.2 -0.0010598
35.4 -0.001062
35.6 -0.00059344
35.8 -0.00047868
36 -0.0002981
36.2 -0.00022184
36.4 -0.00078951
36.6 -0.00075409
36.8 -0.00093271
37 -0.00079554
37.2 -0.00060001
37.4 -0.00036362
37.6 -0.00026747
37.8 -0
